# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = GR_Dex_Peaks								
# ChIP-seq file = signal.bed								
# control file = bg.bed								
# effective genome size = 2.70e+09								
# tag size = 25								
# band width = 300								
# model fold = 20								
# pvalue cutoff = 1.00e-10								
"# Ranges for calculating regional lambda are : 1000,5000,10000"								
# d = 67								
chr	start	end	length	summit	tags	something	fold_enrichment	FDR(%)
chr1	61320122	61320877	756	253	330	871.15	11.61	0.98
chr1	61359212	61359577	366	158	132	1573.31	127.79	1.14
chr1	61371668	61371951	284	117	28	199.12	21.03	5.84
chr1	61379989	61380294	306	145	47	257.55	17	3.84
chr1	61420293	61420693	401	228	157	1911.13	110	0.83
chr1	61491673	61491915	243	66	23	146.44	14.91	10.05
chr1	61531429	61531867	439	257	47	336.54	32.35	2.8
chr1	61534112	61534365	254	154	22	132.98	17.62	12.28
chr1	61537802	61538079	278	153	39	326.33	30.73	2.91
chr1	61539939	61540354	416	193	68	483.84	31.44	1.68
chr1	61556612	61557019	408	343	36	197.6	13.76	5.94
chr1	61576265	61576699	435	294	57	238.54	8.76	4.51
chr1	61675035	61675437	403	203	87	666.96	46.87	0.99
chr1	61679983	61680530	548	205	147	382.58	11.59	2.31
chr1	61688647	61689163	517	247	89	245.74	10.08	4.25
chr1	61691246	61691756	511	209	83	237.11	11.67	4.55
chr1	61719252	61719611	360	148	31	144.98	12.2	10.2
chr1	61719742	61720040	299	141	21	103.75	17.51	20.91
chr1	61734717	61735064	348	194	31	205.58	22.65	5.62
chr1	62433318	62433575	258	163	21	137.5	16.18	11.55
chr1	62437161	62437315	155	64	15	114.17	17.79	16.74
chr1	62479376	62479718	343	153	35	184.16	19.31	6.85
chr1	62479931	62480328	398	239	39	113.81	10.09	16.88
chr1	63900367	63900743	377	210	42	117.21	8.13	15.84
chr1	63912655	63913179	525	280	200	1450.56	37.6	1.09
chr1	63930112	63930452	341	167	38	276.96	23.45	3.4
chr1	63939470	63939813	344	171	70	311.31	14.5	3.17
chr1	63940362	63940624	263	146	26	109.82	12.21	18.32
chr1	63941460	63941687	228	64	32	153.26	10.32	9.33
chr1	63969756	63970344	589	342	196	1315.78	32.01	1.18
chr1	64137079	64137504	426	208	70	518.52	44.14	1.52
chr1	64150807	64151179	373	205	53	438.44	35.59	1.97
chr1	64154673	64155117	445	244	88	762.79	39.99	0.92
chr1	64167036	64167333	298	133	58	553.98	46.91	1.37
chr1	64169724	64169968	245	136	18	112.85	17.79	17.23
chr1	64222022	64222298	277	163	29	212.7	32.35	5.34
chr1	64277792	64278072	281	127	29	126.82	13.16	13.53
chr1	64281034	64281299	266	90	66	694.85	67.94	0.96
chr1	64581712	64582190	479	307	53	112.03	5.95	17.5
chr1	64582331	64582598	268	133	25	102.16	8.52	21.81
chr1	64728721	64729000	280	128	23	149.74	19.41	9.75
chr1	65136338	65137228	891	177	306	1903.38	39.99	0.82
chr1	65139237	65139501	265	184	23	146.48	14.78	10.05
chr1	65148928	65149375	448	287	65	531.72	37.89	1.45
chr1	65154002	65154470	469	301	119	464.63	12.51	1.77
chr1	65155554	65156135	582	203	97	416.18	18.88	2.11
chr1	65173862	65174428	567	318	68	373.11	20.57	2.36
chr1	65193286	65193808	523	252	375	3100	138.76	1.07
chr1	65194207	65194772	566	188	75	449.37	30.49	1.85
chr1	65204471	65205104	634	258	116	139.55	5.78	11.14
chr1	65227752	65227923	172	63	15	107.58	14.56	19.15
chr1	65269376	65269640	265	131	20	125.65	19.41	13.79
chr1	65391922	65392283	362	138	53	445.03	35.59	1.89
chr1	65395539	65395731	193	66	16	110.19	17.79	18.14
chr1	65663868	65664444	577	404	94	517.12	15.52	1.54
chr1	65705864	65706176	313	163	32	170.11	15.24	7.83
chr1	65707413	65707679	267	162	26	124.76	12.65	13.99
chr1	65722672	65722951	280	115	44	386.25	33.97	2.3
chr1	65723912	65724179	268	205	28	205.8	21.03	5.61
chr1	66193374	66193657	284	142	29	209.72	29.12	5.46
chr1	66193896	66194146	251	189	25	180.89	22.65	7.22
chr1	66217397	66217844	448	216	154	1322.82	48.01	1.19
chr1	66407748	66407958	211	92	20	117.32	13.94	15.79
chr1	66415820	66416069	250	87	19	101.22	15.01	22.24
chr1	66420767	66421455	689	179	106	311.07	12.39	3.17
chr1	66444912	66445303	392	302	48	351.92	28.09	2.6
chr1	66476441	66476745	305	107	27	180.8	19.41	7.23
chr1	66482716	66483053	338	178	48	310.41	21.61	3.16
chr1	66488812	66489132	321	149	64	615.31	61.47	1.14
chr1	66509474	66509917	444	189	100	239.23	8.46	4.51
chr1	66524660	66525165	506	278	99	483.27	20.46	1.68
chr1	66529808	66530001	194	118	17	119.89	19.41	15.05
chr1	66943351	66943600	250	157	21	140.21	16.18	10.98
chr1	67906912	67907210	299	153	26	146.13	20.01	10.08
chr1	67938972	67939297	326	153	40	137.84	10.49	11.5
chr1	67974200	67975071	872	728	202	882.24	14.67	0.9
chr1	67979427	67979735	309	170	28	189.46	24.26	6.57
chr1	67985991	67986498	508	192	92	802.33	56.17	0.92
chr1	67988039	67988700	662	255	157	869.43	26.75	0.97
chr1	68054794	68055202	409	200	76	557.82	38.62	1.38
chr1	68118225	68118883	659	465	150	1284.91	59.24	1.14
chr1	68217456	68217805	350	209	36	120.8	10.24	14.7
chr1	74968445	74968680	236	141	20	111.3	12.05	17.72
chr1	74969656	74970165	510	277	106	726.04	31.21	0.9
chr1	76297837	76298031	195	109	17	107.11	14.91	19.31
chr1	77277894	77278746	853	250	163	1148.95	22.96	1.03
chr1	77560607	77560813	207	126	16	105.55	14.56	20.06
chr1	77581103	77581373	271	114	20	123.83	21.03	14.1
chr1	77772253	77772521	269	114	21	106.31	15.1	19.63
chr1	77777270	77777561	292	163	33	110.7	8.67	17.98
chr1	78071237	78071575	339	166	29	188.78	22.65	6.61
chr1	84485624	84486132	509	272	71	202.23	8.54	5.73
chr1	84492153	84492563	411	242	121	719.55	21.37	0.97
chr1	84603934	84604569	636	403	183	1470.12	56.1	1.11
chr1	84609311	84609516	206	143	16	105.87	19.41	19.86
chr1	84671546	84671842	297	169	49	401.39	39.3	2.2
chr1	84857639	84857922	284	99	30	164.39	18.29	8.24
chr1	85552161	85552366	206	148	16	105.87	14.56	19.86
chr1	85567301	85567613	313	133	31	169.3	13.01	7.89
chr1	85772851	85773155	305	137	33	209.28	18.76	5.46
chr1	85845373	85845909	537	376	85	202.11	6.88	5.73
chr1	85866996	85868184	1189	639	322	936.73	20.1	0.9
chr1	85894546	85894735	190	92	16	111.23	14.56	17.74
chr1	87003366	87003591	226	149	32	228.82	22.07	4.74
chr1	87031105	87031682	578	407	54	232.71	11.74	4.64
chr1	87662140	87662434	295	130	29	107.6	8.13	19.14
chr1	87671427	87671723	297	138	26	119.9	16.26	15.05
chr1	88034746	88035381	636	180	95	731.59	37.85	0.91
chr1	88040737	88041014	278	154	25	108.01	11.13	18.99
chr1	88043805	88044168	364	173	39	268.56	25.13	3.58
chr1	88044323	88044623	301	156	28	128.26	9.94	13.25
chr1	88178676	88179082	407	196	61	399.08	23.37	2.23
chr1	90110257	90110573	317	156	37	282.42	33.97	3.36
chr1	90111159	90111439	281	120	32	243.76	22.65	4.33
chr1	90128237	90128670	434	183	62	327.53	23.23	2.87
chr1	90144155	90144605	451	252	80	543.93	35.51	1.4
chr1	90144826	90145182	357	155	61	184.37	9.34	6.86
chr1	90148963	90149299	337	149	35	170.73	10.84	7.77
chr1	90180986	90181395	410	245	56	150.02	7.36	9.73
chr1	90213310	90213529	220	138	26	170.33	19.75	7.8
chr1	91254326	91254641	316	180	67	660.39	50.14	0.98
chr1	91358504	91358781	278	162	23	150.41	25.88	9.64
chr1	91625304	91625780	477	138	551	923.55	4.35	0.89
chr1	91740282	91740560	279	174	27	102.97	11.21	21.4
chr1	91795072	91795445	374	228	63	320.75	19.39	3.01
chr1	91846977	91847536	560	232	148	1251.64	52.58	1.1
chr1	91964051	91964441	391	146	42	303.5	30.73	3.23
chr1	91975016	91975477	462	212	67	292.91	16.26	3.29
chr1	91999507	91999860	354	189	40	298.31	33.97	3.22
chr1	92003513	92003738	226	164	24	180.81	25.88	7.23
chr1	92040004	92040184	181	65	16	105.53	14.14	20.07
chr1	92065250	92065489	240	148	22	118.45	14.09	15.45
chr1	92083038	92083581	544	422	55	264.54	16.26	3.64
chr1	92129672	92129911	240	166	22	153.91	24.26	9.25
chr1	92424290	92424619	330	147	28	181.99	19.41	7.1
chr1	93043001	93043209	209	134	18	124.6	21.03	13.98
chr1	93317079	93317567	489	243	122	103.33	5	21.2
chr1	93792366	93792640	275	189	27	192.23	24.26	6.32
chr1	93823157	93823660	504	230	163	515.92	11.04	1.53
chr1	93836560	93836981	422	234	55	294.45	18.83	3.3
chr1	93844016	93844281	266	148	30	185.48	18.19	6.81
chr1	93855748	93856673	926	631	417	2381.19	34.89	1.08
chr1	93862121	93862439	319	160	40	285.01	30.91	3.34
chr1	93863731	93864037	307	148	47	405.93	38.82	2.14
chr1	93867210	93867568	359	174	77	729.85	69.48	0.91
chr1	93902735	93903190	456	235	69	215.67	10.57	5.25
chr1	93903513	93903798	286	122	43	243.03	23.45	4.36
chr1	93910253	93910741	489	175	45	124.99	9.87	13.96
chr1	93930480	93930784	305	167	38	168.84	12.2	7.9
chr1	93939812	93940470	659	315	199	1013.7	18.48	0.94
chr1	93941846	93942106	261	125	29	108.08	9.03	18.96
chr1	93976518	93976844	327	165	41	158.75	10.45	8.72
chr1	94013402	94013671	270	162	22	108.39	14.09	18.86
chr1	94017668	94018360	693	366	248	1127.79	15.72	1.07
chr1	94269282	94269595	314	222	34	158.16	13.01	8.84
chr1	94277706	94278403	698	469	190	1252.8	42.16	1.1
chr1	94283657	94284188	532	308	118	574.03	17.19	1.21
chr1	94563444	94563810	367	150	55	258.08	15.64	3.81
chr1	94622167	94622588	422	188	46	165.41	9.38	8.17
chr1	94653558	94653795	238	143	27	133.29	12.94	12.23
chr1	94790426	94790829	404	213	152	1668.67	83.81	1.02
chr1	94791391	94791780	390	175	75	705.52	56.61	0.99
chr1	94940630	94940900	271	112	22	113.94	13.94	16.85
chr1	94975727	94976000	274	136	21	124.75	22.17	13.99
chr1	94977690	94978080	391	238	44	266.61	24.39	3.6
chr1	94981981	94982550	570	280	139	1424.65	74.41	1.05
chr1	94991347	94992046	700	160	118	870.92	52.27	0.98
chr1	95102143	95102488	346	124	38	209.24	17.28	5.46
chr1	95102897	95103179	283	151	21	123.57	16.56	14.14
chr1	95113996	95114349	354	127	48	231.57	13.43	4.65
chr1	95180356	95180775	420	113	53	288.88	13.55	3.27
chr1	95218226	95218526	301	157	24	143.88	25.13	10.35
chr1	95334310	95334768	459	289	50	360.22	30.73	2.52
chr1	95353935	95354316	382	181	106	859.21	41.91	0.96
chr1	95410094	95410298	205	75	19	129.22	20.7	13.02
chr1	95445409	95445719	311	185	36	215.76	22.77	5.22
chr1	95608622	95608806	185	72	20	155.38	24.26	9.13
chr1	96776516	96776799	284	159	25	168.22	17.79	7.96
chr1	97516076	97516318	243	141	19	122.98	19.41	14.25
chr1	98562262	98562588	327	176	29	115.87	10.57	16.19
chr1	98572918	98573158	241	131	37	307.93	37.75	3.19
chr1	99695436	99695783	348	179	38	279.09	35.59	3.38
chr1	99919811	99920019	209	66	18	124.6	21.03	13.98
chr1	101242224	101242533	310	180	68	679.64	51.76	1.01
chr1	107914543	107915210	668	550	114	121.43	4.57	14.59
chr1	108027243	108027605	363	168	35	114.62	9.38	16.58
chr1	108534831	108535148	318	133	36	270.81	25.88	3.57
chr1	108927855	108928237	383	211	85	847.5	74.41	0.94
chr1	109172604	109173007	404	157	66	358.38	16.97	2.55
chr1	109174514	109175003	490	317	96	339.72	13.73	2.8
chr1	109529491	109529729	239	117	30	170.83	21.68	7.77
chr1	109616692	109617084	393	184	142	807.69	23.54	0.93
chr1	109907475	109907685	211	122	27	221.98	30.73	4.96
chr1	110193605	110193894	290	203	41	343.28	30.73	2.72
chr1	110271999	110272580	582	326	228	1799.51	50.52	0.88
chr1	110292098	110292502	405	172	63	454.8	29.04	1.83
chr1	110304061	110304909	849	682	97	321.36	9.29	2.98
chr1	110546917	110547194	278	162	28	134.34	15.91	12.06
chr1	110636592	110637000	409	254	87	641.48	42.46	0.99
chr1	110668872	110669097	226	129	17	109.17	16.18	18.52
chr1	110768849	110769111	263	132	30	229.99	37.2	4.67
chr1	111219629	111219862	234	139	19	100.63	13.94	22.57
chr1	111833835	111834092	258	122	28	210.21	24.26	5.46
chr1	111963810	111964540	731	572	83	122.81	4.78	14.28
chr1	112000294	112000501	208	148	17	114.98	16.18	16.53
chr1	112806576	112806825	250	125	18	106.16	15.06	19.71
chr1	112885530	112885753	224	98	18	119.45	22.65	15.13
chr1	112969989	112970305	317	158	30	206.94	30.73	5.56
chr1	113044350	113044820	471	219	81	379.98	18.5	2.33
chr1	113586693	113587020	328	183	36	266.22	21.03	3.6
chr1	113628147	113628392	246	103	28	215.74	32.35	5.22
chr1	114326125	114326452	328	150	51	363.42	26.73	2.52
chr1	114326728	114327069	342	165	31	119.78	12.39	15.07
chr1	115512809	115513151	343	179	35	142.31	10.35	10.65
chr1	115775037	115775301	265	96	38	281.48	31.27	3.38
chr1	115902465	115902690	226	88	19	128.63	17.79	13.16
chr1	116127135	116127415	281	135	25	129.42	14.09	12.99
chr1	116453721	116454060	340	131	79	651.25	35.57	1
chr1	116720495	116720897	403	161	177	1707.39	62.84	0.79
chr1	116820592	116820791	200	96	18	102.51	17.18	21.65
chr1	116828222	116828547	326	149	52	300.01	22.46	3.24
chr1	116934637	116935267	631	404	145	367.83	8.13	2.44
chr1	116996739	116997431	693	458	452	3100	45.79	1.07
chr1	116998586	116998838	253	138	24	128.44	11.61	13.19
chr1	118191117	118191630	514	381	43	266.91	24.26	3.58
chr1	119304705	119305124	420	155	65	239.12	8.83	4.5
chr1	119886779	119887220	442	253	49	356.94	27.5	2.54
chr1	120345365	120345694	330	120	75	444.51	22.15	1.88
chr1	120375697	120376996	1300	782	821	3100	37.37	1.07
chr1	120388859	120389291	433	232	117	695.38	25.25	0.96
chr1	120395055	120395333	279	105	28	101.61	12.26	22.08
chr1	120553228	120553696	469	186	84	385.2	15.74	2.3
chr1	120562263	120562685	423	267	171	1474.59	51.31	1.12
chr1	120598211	120598560	350	220	60	237.87	13.55	4.52
chr1	120622384	120622679	296	120	50	199.9	10.93	5.8
chr1	141514965	141515376	412	152	55	193.06	9.62	6.27
chr1	141516473	141516953	481	294	56	171.86	7.67	7.7
chr1	141796596	141796943	348	104	45	112.17	6.05	17.45
chr1	142500164	142501029	866	420	368	2341.62	39.91	1.03
chr1	142742071	142742602	532	111	74	379.67	13.94	2.33
chr1	142759044	142759465	422	159	194	1581.07	40.91	1.15
chr1	142992014	142992477	464	138	87	805.27	56.61	0.93
chr1	143091766	143091995	230	63	20	110.46	11.61	18.04
chr1	143418896	143419344	449	255	127	572.14	21.24	1.2
chr1	143632979	143633213	235	106	25	118.97	17.89	15.29
chr1	143957630	143957982	353	223	85	876.78	40.44	0.89
chr1	144096090	144096440	351	158	63	180.68	11.34	7.23
chr1	144138850	144139159	310	201	44	320.84	27.52	2.99
chr1	144140482	144140764	283	117	25	168.58	19.41	7.92
chr1	144149462	144149835	374	216	103	498.78	21.07	1.68
chr1	144253850	144254511	662	425	320	1991.24	23.77	0.89
chr1	144323115	144323656	542	209	137	580.09	18.34	1.16
chr1	144380084	144380295	212	95	16	103.97	21.03	20.78
chr1	144434739	144435199	461	177	67	218.44	11.87	5.12
chr1	144439874	144440124	251	127	26	114.78	13.04	16.57
chr1	144720825	144721024	200	115	24	130.79	14.55	12.73
chr1	145048055	145048346	292	123	27	185.6	19.41	6.81
chr1	145169328	145169565	238	112	23	165.07	17.79	8.19
chr1	145177528	145177725	198	117	24	102.28	11.17	21.76
chr1	146560658	146560943	286	138	25	134.41	12.78	12.07
chr1	147517321	147517608	288	124	30	218.73	27.5	5.1
chr1	148520693	148521216	524	215	218	1144.99	24.39	1.03
chr1	148799987	148801517	1531	551	464	1096.34	20.88	1.03
chr1	148802800	148803388	589	448	59	123.7	8.79	14.12
chr1	148806839	148807696	858	527	299	1675.65	37.33	0.9
chr1	148836228	148836467	240	124	20	133.73	21.03	12.17
chr1	148843779	148844194	416	158	46	167.72	10.63	7.98
chr1	148850600	148851078	479	191	136	743.62	23.11	0.93
chr1	148852464	148852999	536	280	140	971.94	23.04	0.94
chr1	149434247	149434679	433	275	204	1604.7	44.48	1.19
chr1	149474582	149474954	373	171	44	333.84	29.12	2.83
chr1	149611380	149611994	615	371	73	134.96	8.3	11.98
chr1	149630358	149630648	291	148	48	410.98	36.96	2.11
chr1	149638346	149638673	328	130	55	116.09	7.08	16.13
chr1	149698371	149698740	370	208	131	150.73	6.16	9.62
chr1	149802475	149802810	336	185	41	270.17	23.06	3.57
chr1	149835454	149836100	647	297	82	205.82	8.13	5.61
chr1	149960054	149960277	224	79	20	107.64	10.91	19.14
chr1	150002405	150002864	460	211	153	109.81	5.5	18.32
chr1	150174258	150174583	326	179	31	130.68	13.82	12.78
chr1	150181912	150182213	302	143	24	100.12	12.93	22.76
chr1	150209803	150210147	345	152	43	127.46	13.1	13.37
chr1	150211991	150212458	468	267	101	665.49	28.09	0.99
chr1	150216624	150217098	475	340	52	258.81	19.29	3.79
chr1	150227544	150228098	555	337	115	495.84	17.54	1.67
chr1	150231357	150232128	772	356	252	689.08	12.55	0.95
chr1	150232585	150233557	973	505	244	270.47	5.2	3.57
chr1	150286750	150287514	765	393	173	126.81	4.1	13.52
chr1	150407584	150407963	380	183	53	277.84	19.36	3.38
chr1	150740807	150741142	336	139	62	138.13	6.5	11.41
chr1	150778951	150779328	378	206	36	197.92	17.42	5.9
chr1	151804700	151805218	519	227	138	272.32	7.66	3.5
chr1	151805481	151806220	740	322	391	473.79	6.44	1.75
chr1	151847678	151848331	654	343	127	143.66	5.81	10.4
chr1	151989559	151989784	226	122	19	100.09	10.02	22.76
chr1	152044474	152044774	301	130	25	113.76	12.81	16.91
chr1	152653590	152654057	468	261	115	720.53	24.09	0.97
chr1	152657195	152658121	927	337	479	1629.39	15.57	1.09
chr1	152658581	152659121	541	177	93	232.71	8.73	4.64
chr1	152666679	152667100	422	127	43	129.58	10.65	12.95
chr1	152713919	152714180	262	100	26	145	15.18	10.2
chr1	153116367	153116965	599	368	105	372.3	11.38	2.35
chr1	153171282	153171587	306	144	36	124.42	9.21	13.99
chr1	153209585	153211100	1516	984	450	1482.4	20.91	1.13
chr1	153211463	153212105	643	414	153	282.05	9.11	3.37
chr1	153239756	153240556	801	539	181	111.55	3.98	17.57
chr1	153242224	153243716	1493	893	315	178.53	6.38	7.37
chr1	153244074	153244527	454	138	103	187.32	8.59	6.76
chr1	153244623	153245152	530	198	137	318.7	8.86	3.02
chr1	153256104	153257009	906	433	785	2497.13	10.22	0.9
chr1	153261909	153262370	462	219	89	442.22	17.89	1.92
chr1	153273572	153274036	465	270	82	439.59	18.29	1.97
chr1	153277562	153278278	717	485	296	1995.85	28.77	0.9
chr1	153282329	153282685	357	193	85	432.73	21.23	2.01
chr1	153316985	153317365	381	158	79	361.67	17.57	2.53
chr1	153344790	153345154	365	189	50	357.69	34.3	2.54
chr1	153370352	153370704	353	215	73	191.3	10.76	6.4
chr1	153427514	153427878	365	165	76	149.3	7.82	9.8
chr1	153429400	153430507	1108	974	247	296.23	6.08	3.27
chr1	153449358	153450076	719	138	86	117.5	5.81	15.72
chr1	154262349	154262727	379	189	50	192.84	12.9	6.28
chr1	154342637	154343050	414	247	145	193.33	6.52	6.24
chr1	154348696	154349162	467	221	173	804.61	22.13	0.92
chr1	154363132	154363715	584	352	105	184.56	7	6.84
chr1	154452788	154453324	537	301	727	729.86	3.1	0.91
chr1	154483646	154483923	278	155	40	136.14	11.05	11.82
chr1	154700273	154701201	929	283	258	1767.99	38.11	0.84
chr1	154701392	154701718	327	163	33	118.19	10.37	15.52
chr1	154725978	154726279	302	116	51	182.88	12.2	7.01
chr1	154746985	154747522	538	382	138	636.76	15.13	1.01
chr1	154852749	154853304	556	322	301	3191.78	100	0
chr1	154876007	154876419	413	178	51	211.5	11.71	5.43
chr1	155130906	155131443	538	292	214	1363.23	33.62	1.15
chr1	155520403	155521280	878	221	287	3100	87.35	1.07
chr1	155656142	155656892	751	425	227	1657.28	26.02	1.13
chr1	156354527	156354821	295	175	33	130.79	10.41	12.73
chr1	157518582	157518842	261	95	24	106.3	12.84	19.63
chr1	157834701	157835110	410	186	49	178.23	11.61	7.38
chr1	158090804	158091633	830	543	168	131.66	5.93	12.64
chr1	158359492	158359824	333	160	44	147.29	9.57	10.01
chr1	158361023	158361570	548	222	61	115.33	5.17	16.39
chr1	158368365	158368870	506	235	172	1349.2	55.08	1.22
chr1	158412956	158413304	349	162	33	195.67	18.07	6.09
chr1	159170023	159170295	273	139	29	146.88	18.07	10.05
chr1	159170609	159170933	325	197	63	446.82	26.2	1.89
chr1	159179321	159179569	249	92	20	110.05	11.26	18.2
chr1	159181982	159182312	331	213	84	794.38	60.04	0.91
chr1	159185880	159186130	251	105	32	164.97	13.29	8.22
chr1	159231611	159231949	339	186	40	256.29	22.72	3.84
chr1	159248343	159248612	270	65	31	145.72	13.04	10.12
chr1	159250103	159250555	453	256	97	262.32	10.58	3.71
chr1	159319721	159320297	577	397	113	123.43	5.15	14.18
chr1	159479278	159479484	207	144	19	128.46	13.3	13.19
chr1	159619008	159619274	267	185	26	124.76	9.94	13.99
chr1	159626040	159626471	432	246	103	162.54	4.94	8.37
chr1	159691115	159691266	152	109	18	109.34	11.48	18.48
chr1	160002394	160002860	467	247	127	626.55	19.75	1.03
chr1	160073749	160073976	228	112	23	169.16	22.65	7.9
chr1	160121566	160121837	272	161	34	270.86	40.44	3.56
chr1	160590221	160590611	391	325	34	104.36	7.81	20.59
chr1	160618506	160619083	578	359	207	1245.82	24.99	1.09
chr1	160624929	160625353	425	192	119	951.21	43.09	0.92
chr1	160642195	160642579	385	249	35	196.7	15.01	6.03
chr1	162133249	162133589	341	238	38	231.37	18.58	4.65
chr1	162757947	162758189	243	146	27	206.04	24.26	5.62
chr1	162969028	162969348	321	198	39	262.03	23.77	3.71
chr1	162983996	162984850	855	645	209	245.68	8.47	4.25
chr1	163016738	163017132	395	153	82	442.97	25.23	1.9
chr1	163030267	163030575	309	153	30	189.56	21.86	6.54
chr1	163352641	163353048	408	243	37	107.98	7.23	19.01
chr1	163881918	163882139	222	157	35	158.42	13.01	8.78
chr1	164078603	164078847	245	163	34	229.55	17.34	4.71
chr1	164092899	164093485	587	162	118	543.45	18.65	1.39
chr1	164146858	164147303	446	205	75	337.52	17.34	2.8
chr1	165211230	165211758	529	373	62	110.73	4.4	17.97
chr1	165372030	165372521	492	273	114	1063.97	54.2	0.99
chr1	165677167	165677567	401	187	53	186.52	11.25	6.78
chr1	165818057	165818232	176	66	15	104	20.33	20.78
chr1	165898760	165899227	468	236	57	201.44	8.41	5.73
chr1	166032813	166033163	351	161	87	861.25	67.04	0.96
chr1	166147354	166147559	206	68	21	157.02	21.03	8.94
chr1	166162370	166162815	446	231	106	482.4	17.05	1.68
chr1	166292099	166292392	294	174	55	180.73	10.16	7.23
chr1	166537626	166538080	455	168	47	232.5	14.35	4.64
chr1	166702191	166702382	192	136	19	127.53	18.97	13.37
chr1	166727787	166728086	300	133	28	192.83	25.88	6.29
chr1	166867490	166867855	366	191	79	695.11	61.29	0.96
chr1	166872536	166872861	326	139	44	358.32	37.2	2.55
chr1	166944900	166945225	326	186	52	273.09	21	3.49
chr1	167149674	167149880	207	65	23	119.13	11.98	15.25
chr1	167339306	167339758	453	288	98	367.04	12.51	2.47
chr1	167349444	167349828	385	207	45	136.11	10.35	11.82
chr1	167384421	167384823	403	146	43	210.19	12.65	5.46
chr1	167397013	167397318	306	145	25	146.28	21.03	10.06
chr1	167721330	167722389	1060	386	725	3100	20.64	1.07
chr1	167804308	167804595	288	157	38	308.8	33.97	3.14
chr1	167820631	167820905	275	122	23	127.72	18.76	13.35
chr1	169873715	169874042	328	169	26	154.74	19.39	9.2
chr1	170149199	170149515	317	170	44	303.58	27.88	3.23
chr1	170462145	170462365	221	140	16	101.24	12.94	22.24
chr1	170504830	170505195	366	186	43	326.01	30.73	2.93
chr1	170592370	170592777	408	132	54	303.96	18.97	3.24
