"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","experiment.time","id","values","Dexamethasone","Treatment"
"559",155,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30126,"25800",TRUE,"Dexamethasone"
"560",162,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31266,"24900",TRUE,"Dexamethasone"
"561",162,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31334,"2030",TRUE,"Dexamethasone"
"562",162,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31335,"22280",TRUE,"Dexamethasone"
"563",162,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31469,"2370,2500,2360,2400,1720",TRUE,"Dexamethasone"
"564",169,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32255,"24400",TRUE,"Dexamethasone"
"565",169,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32283,"2550,2250,1910,2660,3090",TRUE,"Dexamethasone"
"566",169,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32321,"1700",TRUE,"Dexamethasone"
"567",169,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32322,"21700",TRUE,"Dexamethasone"
"568",177,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33991,"121,121,110,98,94,85,83,0,57",TRUE,"Dexamethasone"
"569",176,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34117,"24500",TRUE,"Dexamethasone"
"570",176,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34138,"2310,2490,2230,2270,2450",TRUE,"Dexamethasone"
"571",183,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34165,"25000",TRUE,"Dexamethasone"
"572",183,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34210,"2640,2960,3060,2720,2450",TRUE,"Dexamethasone"
"573",184,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34233,"115,70,58,36,20,20",TRUE,"Dexamethasone"
"574",183,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34557,"2380",TRUE,"Dexamethasone"
"575",183,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34558,"21760",TRUE,"Dexamethasone"
"576",176,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34770,"1970",TRUE,"Dexamethasone"
"577",176,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34771,"21790",TRUE,"Dexamethasone"
"578",190,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36527,"24600",TRUE,"Dexamethasone"
"579",190,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36571,"2310",TRUE,"Dexamethasone"
"580",190,TRUE,"C57BL/6J","",NA,"M","+/+",3054,200,8089,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36572,"21250",TRUE,"Dexamethasone"
"581",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29287,"29100",TRUE,"Dexamethasone"
"582",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29348,"2830,2640,2310,2050,2260",TRUE,"Dexamethasone"
"583",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29592,"4490",TRUE,"Dexamethasone"
"584",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29593,"23740",TRUE,"Dexamethasone"
"585",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30049,"2210,1620,2200,1870,2180",TRUE,"Dexamethasone"
"586",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30102,"3440",TRUE,"Dexamethasone"
"587",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30103,"22280",TRUE,"Dexamethasone"
"588",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30132,"26600",TRUE,"Dexamethasone"
"589",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31267,"27000",TRUE,"Dexamethasone"
"590",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31336,"4160",TRUE,"Dexamethasone"
"591",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31337,"22210",TRUE,"Dexamethasone"
"592",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31462,"2750,2550,2350,2350,2370",TRUE,"Dexamethasone"
"593",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32256,"27500",TRUE,"Dexamethasone"
"594",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32276,"2780,2600,2360,3380,2100",TRUE,"Dexamethasone"
"595",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32360,"4850",TRUE,"Dexamethasone"
"596",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32362,"22230",TRUE,"Dexamethasone"
"597",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33992,"102,88,98,99,92,115,111,0,71",TRUE,"Dexamethasone"
"598",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34118,"26800",TRUE,"Dexamethasone"
"599",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34139,"2520,2040,2310,2040,2120",TRUE,"Dexamethasone"
"600",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34166,"27900",TRUE,"Dexamethasone"
"601",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34211,"2810,2950,3060,2720,2450",TRUE,"Dexamethasone"
"602",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34235,"114,70,60,61,57,79,66,76,63",TRUE,"Dexamethasone"
"603",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34561,"4680",TRUE,"Dexamethasone"
"604",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34562,"22350",TRUE,"Dexamethasone"
"605",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34780,"4500",TRUE,"Dexamethasone"
"606",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34781,"21290",TRUE,"Dexamethasone"
"607",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36528,"26500",TRUE,"Dexamethasone"
"608",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36573,"4160",TRUE,"Dexamethasone"
"609",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3055,191,8090,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36574,"21780",TRUE,"Dexamethasone"
"610",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29284,"32100",TRUE,"Dexamethasone"
"611",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29351,"2480,2680,3010,2540,2730",TRUE,"Dexamethasone"
"612",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29580,"3070",TRUE,"Dexamethasone"
"613",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29582,"28250",TRUE,"Dexamethasone"
"614",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30022,"2310,2230,2230,1660,2240",TRUE,"Dexamethasone"
"615",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30104,"2350",TRUE,"Dexamethasone"
"616",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30105,"25500",TRUE,"Dexamethasone"
"617",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30130,"28900",TRUE,"Dexamethasone"
"618",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31268,"29700",TRUE,"Dexamethasone"
"619",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31338,"3050",TRUE,"Dexamethasone"
"620",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31339,"25810",TRUE,"Dexamethasone"
"621",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31463,"2860,2830,2910,2790,2590",TRUE,"Dexamethasone"
"622",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32257,"29800",TRUE,"Dexamethasone"
"623",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32277,"2750,2670,2960,2540,2510",TRUE,"Dexamethasone"
"624",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32347,"3510",TRUE,"Dexamethasone"
"625",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32349,"25550",TRUE,"Dexamethasone"
"626",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33995,"148,137,124,124,122,126,132,0,77",TRUE,"Dexamethasone"
"627",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34119,"29700",TRUE,"Dexamethasone"
"628",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34143,"2140,2520,2600,2450,2670",TRUE,"Dexamethasone"
"629",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34167,"30300",TRUE,"Dexamethasone"
"630",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34212,"3130,3070,3100,2830,3540",TRUE,"Dexamethasone"
"631",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34237,"152,94,83,70,54,52,55,70,86",TRUE,"Dexamethasone"
"632",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34567,"3520",TRUE,"Dexamethasone"
"633",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34568,"25560",TRUE,"Dexamethasone"
"634",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34774,"3300",TRUE,"Dexamethasone"
"635",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34775,"25570",TRUE,"Dexamethasone"
"636",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36529,"29200",TRUE,"Dexamethasone"
"637",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36577,"3570",TRUE,"Dexamethasone"
"638",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3056,191,8091,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36578,"25230",TRUE,"Dexamethasone"
"639",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29286,"29400",TRUE,"Dexamethasone"
"640",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29353,"3180,1950,1890,2040,1940",TRUE,"Dexamethasone"
"641",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29588,"2990",TRUE,"Dexamethasone"
"642",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29591,"25450",TRUE,"Dexamethasone"
"643",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30057,"1930,2110,1820,1870,1820",TRUE,"Dexamethasone"
"644",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30106,"2410",TRUE,"Dexamethasone"
"645",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30107,"24480",TRUE,"Dexamethasone"
"646",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30133,"27800",TRUE,"Dexamethasone"
"647",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31269,"28300",TRUE,"Dexamethasone"
"648",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31340,"24470",TRUE,"Dexamethasone"
"649",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31341,"2820",TRUE,"Dexamethasone"
"650",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31464,"2860,2640,2610,2230,2050",TRUE,"Dexamethasone"
"651",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32258,"29000",TRUE,"Dexamethasone"
"652",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32278,"2670,2530,2010,1410,2290",TRUE,"Dexamethasone"
"653",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32356,"3560",TRUE,"Dexamethasone"
"654",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32359,"24550",TRUE,"Dexamethasone"
"655",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33997,"121,143,112,132,115,142,134,0,73",TRUE,"Dexamethasone"
"656",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34120,"29100",TRUE,"Dexamethasone"
"657",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34144,"1910,1720,2130,2140,2000",TRUE,"Dexamethasone"
"658",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34168,"29300",TRUE,"Dexamethasone"
"659",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34213,"2550,2640,3040,2450,2680",TRUE,"Dexamethasone"
"660",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34236,"121,76,71,77,58,62,66,66,51",TRUE,"Dexamethasone"
"661",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34563,"3710",TRUE,"Dexamethasone"
"662",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34564,"24570",TRUE,"Dexamethasone"
"663",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34778,"3830",TRUE,"Dexamethasone"
"664",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34779,"24440",TRUE,"Dexamethasone"
"665",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36530,"29100",TRUE,"Dexamethasone"
"666",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36575,"3940",TRUE,"Dexamethasone"
"667",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3057,191,8092,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36576,"24130",TRUE,"Dexamethasone"
"668",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29285,"29500",TRUE,"Dexamethasone"
"669",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29354,"2330,2640,2600,2170,2610",TRUE,"Dexamethasone"
"670",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29585,"3040",TRUE,"Dexamethasone"
"671",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29586,"25140",TRUE,"Dexamethasone"
"672",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",30044,"1940,1400,1530,1880,2020",TRUE,"Dexamethasone"
"673",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30108,"2760",TRUE,"Dexamethasone"
"674",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30109,"22680",TRUE,"Dexamethasone"
"675",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30131,"27100",TRUE,"Dexamethasone"
"676",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31270,"27400",TRUE,"Dexamethasone"
"677",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31342,"3790",TRUE,"Dexamethasone"
"678",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31343,"22280",TRUE,"Dexamethasone"
"679",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31465,"2810,2960,2640,2920,2630",TRUE,"Dexamethasone"
"680",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32259,"26800",TRUE,"Dexamethasone"
"681",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32279,"2840,2390,2140,2600,2680",TRUE,"Dexamethasone"
"682",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32352,"3710",TRUE,"Dexamethasone"
"683",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32354,"22040",TRUE,"Dexamethasone"
"684",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",34004,"123,115,108,139,148,151,202,0,93",TRUE,"Dexamethasone"
"685",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34121,"26900",TRUE,"Dexamethasone"
"686",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34145,"2290,2910,1890,1770,2220",TRUE,"Dexamethasone"
"687",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34169,"26800",TRUE,"Dexamethasone"
"688",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34214,"2450,2440,2480,2660,2130",TRUE,"Dexamethasone"
"689",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34238,"130,84,72,65,57,46,45,48,39",TRUE,"Dexamethasone"
"690",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34565,"3690",TRUE,"Dexamethasone"
"691",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3058,191,8093,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34566,"22050",TRUE,"Dexamethasone"
